PU_ID,PU_Lat,PU_Lon,Number_of_genera,Country,Ecoregion,Management,Habitat,Observer,Depth,Coralcover,SSTRateofRise,PARmax,Calcite,Dis_oxygen,mean.waveNRJ,Salinity_mean,andrello_reef_value,andrello_nutrients,mean.npp,TT_market_hrs,TT_pop_hrs,cumDHW,SST_Kurtosis,SST_Median,ChlorA_median,andrello_sediments,Current_vel_mean,Diff_attenuation,Grav_NP,Grav_NC,PH,SST_bimodality,SST_Skewness,ClimateStressModel,Netflow,Indegree,Outdegree,Retention,min_yr,max_yr,no_replicates
1438,45.050508,-12.672718,21,Mayotte,Western and Northern Madagascar,Fished,n/a,Tim,1.5,40,0.016121575,51.65699959,0.000742,4.654500008,5.397868156,34.9590015,126,0,1048.589722,1.383333333,0.1,25.774868,-1.160313131,27.745,0.310115352,11.53979588,0.1933105,0.090500001,0.305555556,7.973343423,8.195499897,0.553274872,-0.135105933,0.558399975,0.258360502,20,45.5,212.25,2010,2010,1
1453,45.162797,-12.694769,31,Mayotte,Western and Northern Madagascar,Restricted,Flat,Nyawira,10,39,0.017329171,51.24200058,0.004454,4.656500101,2.414712191,34.9181535,2,0,738.3894653,0.816666667,0.033333333,24.61494817,-1.146105565,27.77,0.447662063,17.47141075,0.2162355,0.096000001,9.249918938,22.40435602,8.196000099,0.548253213,-0.12961881,0.599849999,0.38424303,20,79,23,2009,2009,1
1456,45.252629,-12.694769,15,Mayotte,Western and Northern Madagascar,Restricted,Slope,Nyawira,13,41,0.016938356,52.9980011,0.004913,4.657500029,3.010689497,35.1052075,40,0,717.6430664,0.733333333,0.1,24.70824486,-1.142062656,27.78,0.573978066,12.22276783,0.18036,0.083500002,5.27878843,28.34075512,8.196000099,0.546516379,-0.125655827,0.561100021,0.473869954,12.5,50.5,103.25,2009,2009,1
1542,44.960676,-12.871102,28,Mayotte,Western and Northern Madagascar,Restricted,Slope,Emily,5,39,0.013548924,52.3429985,0.000812,4.653999805,7.675720215,35.06707,0,0,1137.415405,1.733333333,0.5,27.61056035,-1.159286539,27.81,0.267865691,1.159502506,0.109284,0.066,0.003333333,5.036389814,8.196000099,0.555056539,-0.14866886,0.546574995,0.577692743,7.25,65.5,203.5,2009,2009,1
1542,44.960676,-12.871102,29,Mayotte,Western and Northern Madagascar,Restricted,Slope,Nyawira,5,39,0.013548924,52.3429985,0.000812,4.653999805,7.675720215,35.06707,0,0,1137.415405,1.733333333,0.5,27.61056035,-1.159286539,27.81,0.267865691,1.159502506,0.109284,0.066,0.003333333,5.036389814,8.196000099,0.555056539,-0.14866886,0.546574995,0.577692743,7.25,65.5,203.5,2009,2009,1
1542,44.960676,-12.871102,23,Mayotte,Western and Northern Madagascar,UnfishedHigh,Slope,Nyawira,5.333333333,39,0.013548924,52.3429985,0.000812,4.653999805,7.675720215,35.06707,0,0,1137.415405,1.733333333,0.5,27.61056035,-1.159286539,27.81,0.267865691,1.159502506,0.109284,0.066,0.003333333,5.036389814,8.196000099,0.555056539,-0.14866886,0.546574995,0.577692743,7.25,65.5,203.5,2009,2009,3
1551,45.275087,-12.871102,18,Mayotte,Western and Northern Madagascar,Fished,Flat,Emily,10,47,0.0159282,53.95299911,0.001228,4.65899992,5.81291151,35.303738,1806,0,729.1365356,0.966666667,0.05,25.48487236,-1.142936731,27.78,0.709206522,24.60417175,0.097171,0.061999999,0.333333333,16.26772125,8.196000099,0.547940465,-0.134005003,0.543300003,0.379517257,28.25,73.75,27.5,2009,2009,1
1551,45.275087,-12.871102,19,Mayotte,Western and Northern Madagascar,Fished,Flat,Nyawira,10,47,0.0159282,53.95299911,0.001228,4.65899992,5.81291151,35.303738,1806,0,729.1365356,0.966666667,0.05,25.48487236,-1.142936731,27.78,0.709206522,24.60417175,0.097171,0.061999999,0.333333333,16.26772125,8.196000099,0.547940465,-0.134005003,0.543300003,0.379517257,28.25,73.75,27.5,2009,2009,1
1551,45.275087,-12.871102,20,Mayotte,Western and Northern Madagascar,UnfishedHigh,Flat,Nyawira,9,47,0.0159282,53.95299911,0.001228,4.65899992,5.81291151,35.303738,1806,0,729.1365356,0.966666667,0.05,25.48487236,-1.142936731,27.78,0.709206522,24.60417175,0.097171,0.061999999,0.333333333,16.26772125,8.196000099,0.547940465,-0.134005003,0.543300003,0.379517257,28.25,73.75,27.5,2009,2009,2
1551,45.275087,-12.871102,26,Mayotte,Western and Northern Madagascar,UnfishedHigh,Flat,Tim,10,47,0.0159282,53.95299911,0.001228,4.65899992,5.81291151,35.303738,1806,0,729.1365356,0.966666667,0.05,25.48487236,-1.142936731,27.78,0.709206522,24.60417175,0.097171,0.061999999,0.333333333,16.26772125,8.196000099,0.547940465,-0.134005003,0.543300003,0.379517257,28.25,73.75,27.5,2009,2009,1
1590,45.072966,-12.959221,23,Mayotte,Western and Northern Madagascar,UnfishedHigh,Lagoon/Back reef,Emily,3,43,0.013511175,51.8314991,0.0012175,4.656500101,0.084599257,34.948185,341,0,1139.894043,1.666666667,0.216666667,23.88823519,-1.161471891,27.79,0.341386959,20.8521328,0.136643,0.075999998,0.067901231,5.491179287,8.19699955,0.555858113,-0.14954509,0.619500011,0.107750033,11.25,37,1561.5,2009,2009,1
1590,45.072966,-12.959221,25,Mayotte,Western and Northern Madagascar,UnfishedHigh,Lagoon/Back reef,Nyawira,3,43,0.013511175,51.8314991,0.0012175,4.656500101,0.084599257,34.948185,341,0,1139.894043,1.666666667,0.216666667,23.88823519,-1.161471891,27.79,0.341386959,20.8521328,0.136643,0.075999998,0.067901231,5.491179287,8.19699955,0.555858113,-0.14954509,0.619500011,0.107750033,11.25,37,1561.5,2009,2009,1
1603,45.185255,-12.981246,30,Mayotte,Western and Northern Madagascar,UnfishedLow,Slope,Tim,2,41,0.014662649,52.77500153,0.001158,4.657999992,6.687971592,34.913105,110,0,794.2379761,1.333333333,0.016666667,24.55335013,-1.154681736,27.795,0.43882899,19.10069275,0.178728,0.075000003,711.4940186,8.639992933,8.19699955,0.552776195,-0.142999099,0.612699986,-0.105689607,54.25,96.5,27.25,2010,2010,1
1613,45.162797,-13.003269,29,Mayotte,Western and Northern Madagascar,Restricted,Slope,Tim,2,41,0.014949772,53.1902504,0.00505025,4.65775001,6.819869518,35.03203475,110,0,797.1428223,1.333333333,0.016666667,24.96484081,-1.153259138,27.8,0.41628509,19.10069275,0.13522675,0.075750001,711.4940186,8.639992933,8.19699955,0.552469566,-0.143765904,0.614250004,-0.105689607,54.25,96.5,27.25,2010,2010,1
1616,45.230171,-13.003269,17,Mayotte,Western and Northern Madagascar,UnfishedLow,Slope,Tim,8,43,0.015373288,53.89100075,0.007861,4.658499956,6.825314522,35.107786,101,0,795.7730103,1.433333333,0.05,26.5563384,-1.147763044,27.82,0.350186851,13.09116554,0.1285475,0.076000001,0.333333333,7.444767139,8.19699955,0.55039707,-0.140942556,0.517099991,0.390788516,92.5,106,19.5,2010,2010,1
1616,45.230171,-13.003269,19,Mayotte,Western and Northern Madagascar,UnfishedLow,Slope,Tim,8,43,0.015373288,53.89100075,0.007861,4.658499956,6.825314522,35.107786,101,0,795.7730103,1.433333333,0.05,26.5563384,-1.147763044,27.82,0.350186851,13.09116554,0.1285475,0.076000001,0.333333333,7.444767139,8.19699955,0.55039707,-0.140942556,0.517099991,0.390788516,92.5,106,19.5,2010,2010,1
1859,40.334352,-22.334456,7,French Southern Territories,Western and Northern Madagascar,UnfishedHigh,n/a,Mireille,8.5,23,0.011327441,57.41624928,0.0001095,4.73725009,31.85550499,34.90641875,0,0,803.7259521,17.38333333,14.3,55.90315556,-1.139992681,26.495,0.153499633,0,0.00431775,0.046,2.72E-05,0.105932584,8.222000122,0.539756155,0.065891533,0.513275012,-0.514706884,129.75,101.25,14.75,2020,2020,2
1884,43.231419,-22.438881,27,Madagascar,Western and Northern Madagascar,Restricted,Slope,Arielle,10.2,35,0.000355191,59.61600113,0.000524,4.829999924,25.42563057,35.337914,0,0.028440552,1302.128052,3.533333333,0.1,34.54130318,-1.185481428,26.44,0.488659054,1.82436347,0.053376,0.090999998,0.52690982,2.567681004,8.222000122,0.565512104,0.162917716,0.413800001,0.244986953,20.25,30.75,184.5,2019,2019,1
1884,43.231419,-22.438881,21,Madagascar,Western and Northern Madagascar,Restricted,Slope,D'Agata,9.875,35,0.000355191,59.61600113,0.000524,4.829999924,25.42563057,35.337914,0,0.028440552,1302.128052,3.533333333,0.1,34.54130318,-1.185481428,26.44,0.488659054,1.82436347,0.053376,0.090999998,0.52690982,2.567681004,8.222000122,0.565512104,0.162917716,0.413800001,0.244986953,20.25,30.75,184.5,2016,2017,4
1884,43.231419,-22.438881,18,Madagascar,Western and Northern Madagascar,Restricted,Slope,Julien,10.5,35,0.000355191,59.61600113,0.000524,4.829999924,25.42563057,35.337914,0,0.028440552,1302.128052,3.533333333,0.1,34.54130318,-1.185481428,26.44,0.488659054,1.82436347,0.053376,0.090999998,0.52690982,2.567681004,8.222000122,0.565512104,0.162917716,0.413800001,0.244986953,20.25,30.75,184.5,2016,2016,2
1884,43.231419,-22.438881,24,Madagascar,Western and Northern Madagascar,UnfishedLow,Slope,Arielle,11.2,35,0.000355191,59.61600113,0.000524,4.829999924,25.42563057,35.337914,0,0.028440552,1302.128052,3.533333333,0.1,34.54130318,-1.185481428,26.44,0.488659054,1.82436347,0.053376,0.090999998,0.52690982,2.567681004,8.222000122,0.565512104,0.162917716,0.413800001,0.244986953,20.25,30.75,184.5,2019,2019,1
1884,43.231419,-22.438881,18,Madagascar,Western and Northern Madagascar,UnfishedLow,Slope,D'Agata,12.075,35,0.000355191,59.61600113,0.000524,4.829999924,25.42563057,35.337914,0,0.028440552,1302.128052,3.533333333,0.1,34.54130318,-1.185481428,26.44,0.488659054,1.82436347,0.053376,0.090999998,0.52690982,2.567681004,8.222000122,0.565512104,0.162917716,0.413800001,0.244986953,20.25,30.75,184.5,2016,2017,4
1887,43.231419,-22.459756,25,Madagascar,Western and Northern Madagascar,Restricted,Slope,Arielle,7,33,0.000433087,59.61600113,0.000524,4.829999924,25.42563057,35.337914,0,0.028440552,1302.128052,3.533333333,0.1,36.02155634,-1.184128281,26.44,0.478669181,1.82436347,0.053376,0.090999998,0.52690982,2.567681004,8.222000122,0.565164117,0.163325601,0.397950001,0.233054091,21.25,89.25,47.75,2019,2019,1
1887,43.231419,-22.459756,15,Madagascar,Western and Northern Madagascar,Restricted,Slope,D'Agata,10.3,33,0.000433087,59.61600113,0.000524,4.829999924,25.42563057,35.337914,0,0.028440552,1302.128052,3.533333333,0.1,36.02155634,-1.184128281,26.44,0.478669181,1.82436347,0.053376,0.090999998,0.52690982,2.567681004,8.222000122,0.565164117,0.163325601,0.397950001,0.233054091,21.25,89.25,47.75,2016,2017,2
1887,43.231419,-22.459756,21,Madagascar,Western and Northern Madagascar,Restricted,Slope,Julien,10,33,0.000433087,59.61600113,0.000524,4.829999924,25.42563057,35.337914,0,0.028440552,1302.128052,3.533333333,0.1,36.02155634,-1.184128281,26.44,0.478669181,1.82436347,0.053376,0.090999998,0.52690982,2.567681004,8.222000122,0.565164117,0.163325601,0.397950001,0.233054091,21.25,89.25,47.75,2016,2016,1
1890,43.231419,-22.480628,14,Madagascar,Western and Northern Madagascar,UnfishedLow,Slope,Arielle,10.7,33,0.000358054,59.61600113,0.000524,4.829999924,25.58442116,35.337914,0,0.023908172,1555.006348,3.533333333,0.1,36.54695416,-1.182527245,26.44,0.465192109,1.740067124,0.053376,0.090999998,0.52690982,2.567681004,8.222000122,0.564729381,0.163675484,0.382100001,0.233054091,21.25,89.25,47.75,2019,2019,1
1890,43.231419,-22.480628,12,Madagascar,Western and Northern Madagascar,UnfishedLow,Slope,D'Agata,11,33,0.000358054,59.61600113,0.000524,4.829999924,25.58442116,35.337914,0,0.023908172,1555.006348,3.533333333,0.1,36.54695416,-1.182527245,26.44,0.465192109,1.740067124,0.053376,0.090999998,0.52690982,2.567681004,8.222000122,0.564729381,0.163675484,0.382100001,0.233054091,21.25,89.25,47.75,2016,2017,2
1899,43.253877,-22.522363,30,Madagascar,Western and Northern Madagascar,Restricted,Slope,Arielle,5.8,32,9.66E-05,59.45949936,0.0215255,4.832999945,26.98320007,35.2874185,0,0.018675856,1492.326782,2.983333333,0.383333333,36.9725014,-1.180436228,26.42,1.194251843,1.949857831,0.056703,0.092499997,0.059156471,3.588393274,8.222499847,0.564,0.164851701,0.382200003,0.233054091,21.25,89.25,47.75,2019,2019,1
1899,43.253877,-22.522363,21,Madagascar,Western and Northern Madagascar,Restricted,Slope,D'Agata,7.266666667,32,9.66E-05,59.45949936,0.0215255,4.832999945,26.98320007,35.2874185,0,0.018675856,1492.326782,2.983333333,0.383333333,36.9725014,-1.180436228,26.42,1.194251843,1.949857831,0.056703,0.092499997,0.059156471,3.588393274,8.222499847,0.564,0.164851701,0.382200003,0.233054091,21.25,89.25,47.75,2016,2017,3
1899,43.253877,-22.522363,26,Madagascar,Western and Northern Madagascar,UnfishedLow,Slope,Arielle,10.7,32,9.66E-05,59.45949936,0.0215255,4.832999945,26.98320007,35.2874185,0,0.018675856,1492.326782,2.983333333,0.383333333,36.9725014,-1.180436228,26.42,1.194251843,1.949857831,0.056703,0.092499997,0.059156471,3.588393274,8.222499847,0.564,0.164851701,0.382200003,0.233054091,21.25,89.25,47.75,2019,2019,1
1899,43.253877,-22.522363,17,Madagascar,Western and Northern Madagascar,UnfishedLow,Slope,D'Agata,13.225,32,9.66E-05,59.45949936,0.0215255,4.832999945,26.98320007,35.2874185,0,0.018675856,1492.326782,2.983333333,0.383333333,36.9725014,-1.180436228,26.42,1.194251843,1.949857831,0.056703,0.092499997,0.059156471,3.588393274,8.222499847,0.564,0.164851701,0.382200003,0.233054091,21.25,89.25,47.75,2016,2017,4
1899,43.253877,-22.522363,17,Madagascar,Western and Northern Madagascar,UnfishedLow,Slope,Julien,8,32,9.66E-05,59.45949936,0.0215255,4.832999945,26.98320007,35.2874185,0,0.018675856,1492.326782,2.983333333,0.383333333,36.9725014,-1.180436228,26.42,1.194251843,1.949857831,0.056703,0.092499997,0.059156471,3.588393274,8.222499847,0.564,0.164851701,0.382200003,0.233054091,21.25,89.25,47.75,2016,2016,2
1903,43.253877,-22.543226,25,Madagascar,Western and Northern Madagascar,Restricted,Slope,Arielle,11,31,4.12E-05,59.45949936,0.0215255,4.832999945,26.98320007,35.2874185,0,0.018675856,1492.326782,2.983333333,0.383333333,37.46584936,-1.17897896,26.42,0.82067316,1.949857831,0.056703,0.092499997,0.059156471,3.588393274,8.222499847,0.564,0.165553977,0.382249996,0.233054091,21.25,89.25,47.75,2019,2019,1
1903,43.253877,-22.543226,17,Madagascar,Western and Northern Madagascar,Restricted,Slope,D'Agata,10.55,31,4.12E-05,59.45949936,0.0215255,4.832999945,26.98320007,35.2874185,0,0.018675856,1492.326782,2.983333333,0.383333333,37.46584936,-1.17897896,26.42,0.82067316,1.949857831,0.056703,0.092499997,0.059156471,3.588393274,8.222499847,0.564,0.165553977,0.382249996,0.233054091,21.25,89.25,47.75,2016,2017,4
1903,43.253877,-22.543226,11,Madagascar,Western and Northern Madagascar,Restricted,Slope,Julien,10,31,4.12E-05,59.45949936,0.0215255,4.832999945,26.98320007,35.2874185,0,0.018675856,1492.326782,2.983333333,0.383333333,37.46584936,-1.17897896,26.42,0.82067316,1.949857831,0.056703,0.092499997,0.059156471,3.588393274,8.222499847,0.564,0.165553977,0.382249996,0.233054091,21.25,89.25,47.75,2016,2016,1
1906,43.231419,-22.564086,18,Madagascar,Western and Northern Madagascar,Restricted,Slope,Arielle,15.5,31,0.000598174,59.6609993,0.000572,4.831999779,27.00670242,35.331669,0,0.014391106,1492.326782,2.983333333,0.383333333,37.9134323,-1.176737999,26.41,0.485052437,2.937231064,0.065553,0.093999997,0.059156471,3.588393274,8.222000122,0.563144201,0.164826194,0.374749988,0.233054091,21.25,89.25,47.75,2019,2019,1
1906,43.231419,-22.564086,14,Madagascar,Western and Northern Madagascar,Restricted,Slope,D'Agata,12.03333333,31,0.000598174,59.6609993,0.000572,4.831999779,27.00670242,35.331669,0,0.014391106,1492.326782,2.983333333,0.383333333,37.9134323,-1.176737999,26.41,0.485052437,2.937231064,0.065553,0.093999997,0.059156471,3.588393274,8.222000122,0.563144201,0.164826194,0.374749988,0.233054091,21.25,89.25,47.75,2016,2017,6
1906,43.231419,-22.564086,10,Madagascar,Western and Northern Madagascar,Restricted,Slope,Julien,14,31,0.000598174,59.6609993,0.000572,4.831999779,27.00670242,35.331669,0,0.014391106,1492.326782,2.983333333,0.383333333,37.9134323,-1.176737999,26.41,0.485052437,2.937231064,0.065553,0.093999997,0.059156471,3.588393274,8.222000122,0.563144201,0.164826194,0.374749988,0.233054091,21.25,89.25,47.75,2016,2016,1
1913,43.253877,-22.605795,28,Madagascar,Western and Northern Madagascar,Restricted,Slope,Arielle,11,28,0.000336239,57.99000168,0.009008,4.834500074,27.16674614,35.37446,0,0.014391106,1341.321777,2.616666667,0.266666667,38.34664604,-1.175838258,26.41,0.658651993,2.937231064,0.042158,0.087499999,0.095549213,4.660465313,8.222999573,0.563244164,0.1669035,0.359200001,0.233054091,21.25,89.25,47.75,2019,2019,1
1913,43.253877,-22.605795,20,Madagascar,Western and Northern Madagascar,Restricted,Slope,D'Agata,10.9,28,0.000336239,57.99000168,0.009008,4.834500074,27.16674614,35.37446,0,0.014391106,1341.321777,2.616666667,0.266666667,38.34664604,-1.175838258,26.41,0.658651993,2.937231064,0.042158,0.087499999,0.095549213,4.660465313,8.222999573,0.563244164,0.1669035,0.359200001,0.233054091,21.25,89.25,47.75,2016,2017,3
1913,43.253877,-22.605795,20,Madagascar,Western and Northern Madagascar,Restricted,Slope,Julien,9,28,0.000336239,57.99000168,0.009008,4.834500074,27.16674614,35.37446,0,0.014391106,1341.321777,2.616666667,0.266666667,38.34664604,-1.175838258,26.41,0.658651993,2.937231064,0.042158,0.087499999,0.095549213,4.660465313,8.222999573,0.563244164,0.1669035,0.359200001,0.233054091,21.25,89.25,47.75,2016,2016,1
1916,43.253877,-22.626645,24,Madagascar,Western and Northern Madagascar,UnfishedLow,Slope,Arielle,13.9,28,0.000334247,57.99000168,0.009008,4.834500074,27.16674614,35.37446,0,0.010028099,1341.321777,2.616666667,0.266666667,38.58496975,-1.174222605,26.395,0.46103055,3.688617468,0.042158,0.087499999,0.095549213,4.660465313,8.222999573,0.562869687,0.167579241,0.355650008,0.233054091,21.25,89.25,47.75,2019,2019,1
1916,43.253877,-22.626645,21,Madagascar,Western and Northern Madagascar,UnfishedLow,Slope,D'Agata,14.725,28,0.000334247,57.99000168,0.009008,4.834500074,27.16674614,35.37446,0,0.010028099,1341.321777,2.616666667,0.266666667,38.58496975,-1.174222605,26.395,0.46103055,3.688617468,0.042158,0.087499999,0.095549213,4.660465313,8.222999573,0.562869687,0.167579241,0.355650008,0.233054091,21.25,89.25,47.75,2016,2017,4
1916,43.253877,-22.626645,12,Madagascar,Western and Northern Madagascar,UnfishedLow,Slope,Julien,12,28,0.000334247,57.99000168,0.009008,4.834500074,27.16674614,35.37446,0,0.010028099,1341.321777,2.616666667,0.266666667,38.58496975,-1.174222605,26.395,0.46103055,3.688617468,0.042158,0.087499999,0.095549213,4.660465313,8.222999573,0.562869687,0.167579241,0.355650008,0.233054091,21.25,89.25,47.75,2016,2016,1
1919,43.276335,-22.647492,26,Madagascar,Western and Northern Madagascar,Restricted,Slope,Arielle,10.3,27,-4.28E-06,57.19800186,0.017754,4.835000038,27.29557228,35.247482,0,0.014729648,1266.79187,2.616666667,0.266666667,37.58188119,-1.173293097,26.4025,0.513847888,6.526987076,0.04898,0.092,0.095549213,4.660465313,8.222999573,0.563,0.170333886,0.354500011,0.233054091,21.25,89.25,47.75,2019,2019,1
1919,43.276335,-22.647492,20,Madagascar,Western and Northern Madagascar,Restricted,Slope,D'Agata,9.725,27,-4.28E-06,57.19800186,0.017754,4.835000038,27.29557228,35.247482,0,0.014729648,1266.79187,2.616666667,0.266666667,37.58188119,-1.173293097,26.4025,0.513847888,6.526987076,0.04898,0.092,0.095549213,4.660465313,8.222999573,0.563,0.170333886,0.354500011,0.233054091,21.25,89.25,47.75,2016,2017,4
1919,43.276335,-22.647492,14,Madagascar,Western and Northern Madagascar,Restricted,Slope,Julien,9,27,-4.28E-06,57.19800186,0.017754,4.835000038,27.29557228,35.247482,0,0.014729648,1266.79187,2.616666667,0.266666667,37.58188119,-1.173293097,26.4025,0.513847888,6.526987076,0.04898,0.092,0.095549213,4.660465313,8.222999573,0.563,0.170333886,0.354500011,0.233054091,21.25,89.25,47.75,2016,2016,1
1931,43.321251,-22.730847,26,Madagascar,Western and Northern Madagascar,Restricted,Slope,Arielle,11.2,26,-0.000462919,56.85699844,0.034727,4.836999893,0.381756991,35.341358,0,0.008040481,1213.510376,2,0.016666667,37.19507029,-1.171358283,26.34,0.397119209,7.500932693,0.062829,0.112000003,19.37662315,8.022033194,8.222999573,0.563315195,0.174671237,0.445950001,0.27622396,18.25,83,19.25,2019,2019,1
1931,43.321251,-22.730847,18,Madagascar,Western and Northern Madagascar,Restricted,Slope,D'Agata,11.075,26,-0.000462919,56.85699844,0.034727,4.836999893,0.381756991,35.341358,0,0.008040481,1213.510376,2,0.016666667,37.19507029,-1.171358283,26.34,0.397119209,7.500932693,0.062829,0.112000003,19.37662315,8.022033194,8.222999573,0.563315195,0.174671237,0.445950001,0.27622396,18.25,83,19.25,2016,2017,4
1931,43.321251,-22.730847,13,Madagascar,Western and Northern Madagascar,Restricted,Slope,Julien,10,26,-0.000462919,56.85699844,0.034727,4.836999893,0.381756991,35.341358,0,0.008040481,1213.510376,2,0.016666667,37.19507029,-1.171358283,26.34,0.397119209,7.500932693,0.062829,0.112000003,19.37662315,8.022033194,8.222999573,0.563315195,0.174671237,0.445950001,0.27622396,18.25,83,19.25,2016,2016,1
1937,43.343709,-22.793329,23,Madagascar,Western and Northern Madagascar,Fished,Slope,Arielle,9.5,22,-0.000139458,58.30500031,0.006608,4.837999821,0.453384101,35.390354,0,0.010194284,1186.477539,1.65,0.016666667,38.49301085,-1.166102712,26.325,0.377361797,14.19140148,0.068253,0.072999999,2,11.86072205,8.222999573,0.562165451,0.17709104,0.469900012,0.27622396,18.25,83,19.25,2019,2019,1
1937,43.343709,-22.793329,13,Madagascar,Western and Northern Madagascar,Fished,Slope,D'Agata,10.6,22,-0.000139458,58.30500031,0.006608,4.837999821,0.453384101,35.390354,0,0.010194284,1186.477539,1.65,0.016666667,38.49301085,-1.166102712,26.325,0.377361797,14.19140148,0.068253,0.072999999,2,11.86072205,8.222999573,0.562165451,0.17709104,0.469900012,0.27622396,18.25,83,19.25,2017,2017,1
1937,43.343709,-22.793329,15,Madagascar,Western and Northern Madagascar,Restricted,Slope,D'Agata,10,22,-0.000139458,58.30500031,0.006608,4.837999821,0.453384101,35.390354,0,0.010194284,1186.477539,1.65,0.016666667,38.49301085,-1.166102712,26.325,0.377361797,14.19140148,0.068253,0.072999999,2,11.86072205,8.222999573,0.562165451,0.17709104,0.469900012,0.27622396,18.25,83,19.25,2016,2016,1
1937,43.343709,-22.793329,13,Madagascar,Western and Northern Madagascar,Restricted,Slope,Julien,10,22,-0.000139458,58.30500031,0.006608,4.837999821,0.453384101,35.390354,0,0.010194284,1186.477539,1.65,0.016666667,38.49301085,-1.166102712,26.325,0.377361797,14.19140148,0.068253,0.072999999,2,11.86072205,8.222999573,0.562165451,0.17709104,0.469900012,0.27622396,18.25,83,19.25,2016,2016,1
2001,43.590745,-23.146849,13,Madagascar,Western and Northern Madagascar,UnfishedLow,n/a,Mebrahtu,1.5,25,0.001017504,60.7879982,0.010622,4.846000195,0.391940385,35.303375,26,0.062063262,1586.510498,0.683333333,0.016666667,52.89751116,-1.147927543,26.125,1.795358956,186.8154297,0.067497,0.165000007,208.2930908,68.0795258,8.223999977,0.562435318,0.205130931,0.507149994,0.73493393,3.5,27.25,69,2007,2007,1
2001,43.590745,-23.146849,11,Madagascar,Western and Northern Madagascar,UnfishedLow,n/a,Nyawira,1.5,25,0.001017504,60.7879982,0.010622,4.846000195,0.391940385,35.303375,26,0.062063262,1586.510498,0.683333333,0.016666667,52.89751116,-1.147927543,26.125,1.795358956,186.8154297,0.067497,0.165000007,208.2930908,68.0795258,8.223999977,0.562435318,0.205130931,0.507149994,0.73493393,3.5,27.25,69,2008,2008,1
2004,43.590745,-23.167615,18,Madagascar,Western and Northern Madagascar,Fished,n/a,Mebrahtu,1.5,20,0.000769406,61.4904995,0.005638,4.846500158,0.391940385,35.4121245,28,0.104046889,1586.510498,0.683333333,0.016666667,52.00032387,-1.145559124,26.1,1.001227632,461.0744934,0.0557225,0.129000004,208.2930908,68.0795258,8.223999977,0.562065892,0.206701317,0.526174992,0.73493393,3.5,27.25,69,2007,2007,2
2004,43.590745,-23.167615,14,Madagascar,Western and Northern Madagascar,Fished,n/a,Nyawira,1.5,20,0.000769406,61.4904995,0.005638,4.846500158,0.391940385,35.4121245,28,0.104046889,1586.510498,0.683333333,0.016666667,52.00032387,-1.145559124,26.1,1.001227632,461.0744934,0.0557225,0.129000004,208.2930908,68.0795258,8.223999977,0.562065892,0.206701317,0.526174992,0.73493393,3.5,27.25,69,2008,2008,1
2004,43.590745,-23.167615,16,Madagascar,Western and Northern Madagascar,Fished,Slope,Mebrahtu,0.5,20,0.000769406,61.4904995,0.005638,4.846500158,0.391940385,35.4121245,28,0.104046889,1586.510498,0.683333333,0.016666667,52.00032387,-1.145559124,26.1,1.001227632,461.0744934,0.0557225,0.129000004,208.2930908,68.0795258,8.223999977,0.562065892,0.206701317,0.526174992,0.73493393,3.5,27.25,69,2007,2007,2
2004,43.590745,-23.167615,13,Madagascar,Western and Northern Madagascar,Fished,Slope,Nyawira,0.5,20,0.000769406,61.4904995,0.005638,4.846500158,0.391940385,35.4121245,28,0.104046889,1586.510498,0.683333333,0.016666667,52.00032387,-1.145559124,26.1,1.001227632,461.0744934,0.0557225,0.129000004,208.2930908,68.0795258,8.223999977,0.562065892,0.206701317,0.526174992,0.73493393,3.5,27.25,69,2008,2008,1
2006,43.590745,-23.188378,17,Madagascar,Western and Northern Madagascar,Fished,n/a,Mebrahtu,1.5,21,0.000769406,62.19300079,0.000654,4.847000122,0.391940385,35.520874,28,0.104046889,1586.510498,0.683333333,0.016666667,52.00032387,-1.145559124,26.09,0.656157374,461.0744934,0.043948,0.093000002,208.2930908,68.0795258,8.223999977,0.562065892,0.206701317,0.54519999,0.524827862,7.25,14,8.25,2007,2007,2
2006,43.590745,-23.188378,19,Madagascar,Western and Northern Madagascar,Fished,n/a,Nyawira,1.5,21,0.000769406,62.19300079,0.000654,4.847000122,0.391940385,35.520874,28,0.104046889,1586.510498,0.683333333,0.016666667,52.00032387,-1.145559124,26.09,0.656157374,461.0744934,0.043948,0.093000002,208.2930908,68.0795258,8.223999977,0.562065892,0.206701317,0.54519999,0.524827862,7.25,14,8.25,2008,2008,1
2025,43.635661,-23.395826,14,Madagascar,Western and Northern Madagascar,Fished,Flat,Tim,0.5,17,0.000938356,60.41400146,0.012583,4.849999905,0.300757378,35.328045,16,0.608514845,2466.162598,0.383333333,0.35,52.91789227,-1.116759992,26.03,2.204277515,8307.073242,0.079331,0.097000003,29.08485714,215.3247734,8.225000381,0.557034207,0.222335167,0.508499995,0.543322308,6.25,15,16,2008,2008,2
2031,43.658119,-23.416553,13,Madagascar,Western and Northern Madagascar,Fished,Flat,Tim,4,12,0.00059589,54.2982502,0.0149285,4.850249887,0.249307826,35.24769025,0,0.584495246,2466.162598,0.6,0.516666667,53.19109479,-1.116209044,26.005,2.335384429,4042.462158,0.061057,0.175999999,0.003177275,89.62655786,8.225000381,0.557461041,0.224820369,0.520150006,0.543322308,6.25,15,16,2008,2008,1
